keyword,language,topic,topicColor,keywordColor,limitPages,ratioNew,continent,geonames,latitude,longitude,geotype,country,ipcc,gnd
'Île Christmas',fr,Christmas Island,#a317d0,#a317d0,2,0.906650015,INDIAN,2078138,-10.5,105.66667,A,Christmas Island,SIO,4219436-2
'Guatemala',fr,Guatemala,#91e939,#91e939,1,0.89,CENTRAL-AMERICA,3595528,15.5,-90.25,A,Guatemala,SCA,4022428-4
'Virgin Islands',fr,U.S. Virgin Islands,#0EAD55,#0EAD55,1,0.89,CENTRAL-AMERICA,4796512,17.72751,-64.74698,P,U.S. Virgin Islands,CAR,4229389-3
'Koweit',fr,Kuwait,#5574ec,#5574ec,1,0.89,ASIA,285570,29.5,47.75,A,Kuwait,ARP,4073919-3
'Kazakhstan',fr,Kazakhstan,#8b7bf0,#8b7bf0,1,0.89,ASIA,1522867,48.0,68.0,A,Kazakhstan,WSB,1009150-6
'Tokelau',fr,Tokelau,#05147B,#05147B,1,0.89,PACIFIC,4031074,-9.167,-171.83,A,Tokelau,EPO,4236941-1
'Îles Turques et Caïques',fr,Turks and Caicos Islands,#65ea45,#65ea45,1,0.89,CENTRAL-AMERICA,3576916,21.73333,-71.58333,A,Turks and Caicos Islands,CAR,4285170-1
'grand-mère',fr,Bonaire; Saint Eustatius and Saba ,#a7ef6f,#a7ef6f,1,0.89,NORTH-AMERICA,4994353,42.00825,-86.54436,H,United States,ENA,1249101638
'Jérusalem-Est',fr,Palestinian Territory,#5a96ec,#5a96ec,3,0.870574434259,EUROPE-AFRICA,6254930,31.92157,35.20329,A,Palestine,MED,
'Koweït ville',fr,Kuwait,#9EAEB4,#9EAEB4,2,0.865450045,ASIA,285570,29.5,47.75,A,Kuwait,ARP,4073919-3
'Territoire palestinien',fr,Palestinian Territory,#879448,#879448,3,0.833590368636,EUROPE-AFRICA,6254930,31.92157,35.20329,A,Palestine,MED,
'Port-aux-Français',fr,French Southern Territories,#210e80,#210e80,3,0.824484552136,SOUTHERN,1546102,-49.34916,70.21937,P,French Southern Territories,SOO,
'Antarctique',fr,Antarctica,#073546,#073546,3,0.797004009045,POLAR,6255152,-78.15856,16.40626,L,Antarctica,EAN,4002208-0
'Charlotte-Amélie',fr,U.S. Virgin Islands,#0EAD55,#0EAD55,2,0.79552524,CENTRAL-AMERICA,4796512,17.72751,-64.74698,P,U.S. Virgin Islands,CAR,4229389-3
'Ouest-de-l'Île',fr,Cocos Islands,#1e0e80,#1e0e80,3,0.783174660478,SOUTHERN,1546171,-49.34818,68.7106,T,French Southern Territories,SOO,
'Vatican',fr,Vatican,#6ed4ee,#6ed4ee,3,0.782294422267,EUROPE-AFRICA,3164670,41.90225,12.4533,A,Vatican,MED,4062404-3
'Guatemala-ville',fr,Guatemala,#74C8D9,#74C8D9,1,0.77787752775,CENTRAL-AMERICA,3595528,15.5,-90.25,A,Guatemala,SCA,4022428-4
'Îles Vierges américaines',fr,U.S. Virgin Islands,#0EAD55,#0EAD55,2,0.76590009,CENTRAL-AMERICA,4796512,17.72751,-64.74698,P,U.S. Virgin Islands,CAR,4229389-3
'Ville de Cockburn',fr,Turks and Caicos Islands,#81434C,#81434C,1,0.765,CENTRAL-AMERICA,3576916,21.73333,-71.58333,A,Turks and Caicos Islands,CAR,4285170-1
'Crique du poisson volant',fr,Christmas Island,#0C2D52,#0C2D52,1,0.765,INDIAN,2078127,-10.42172,105.67912,P,Christmas Island,SIO,
'Noursoultan',fr,Kazakhstan,#BBD1D4,#BBD1D4,1,0.765,ASIA,1522867,48.0,68.0,A,Kazakhstan,WSB,1009150-6
'Bonaire ; Saint Eustache et Saba',fr,Bonaire; Saint Eustatius and Saba ,#05E5B4,#05E5B4,1,0.765,CENTRAL-AMERICA,7626844,12.21286,-68.29445,A,"Bonaire, Sint Eustatius, and Saba",CAR,
'Tokélaou',fr,Tokelau,#05147B,#05147B,1,0.765,PACIFIC,4031074,-9.167,-171.83,A,Tokelau,EPO,4236941-1
'Îles Cocos',fr,Cocos Islands,#8616cc,#8616cc,1,0.741752538588,INDIAN,1547376,-12.1642,96.87332,A,Îles Cocos,SIO,4298716-7
'Cité du Vatican',fr,Vatican,#6ed4ee,#6ed4ee,2,0.732834327175,EUROPE-AFRICA,6691831,41.90268,12.45414,P,Vatican,MED,4062404-3
'Terres australes françaises',fr,French Southern Territories,#1e0f8d,#1e0f8d,1,0.723016827175,SOUTHERN,1546748,-43.0,67.0,A,Terres australes françaises,SOO,4480857-4
'Pitcairn',fr,Pitcairn,#b29713,#b29713,2,0.72277752775,PACIFIC,4030699,-25.06667,-130.1,A,Pitcairn,SPO,4115982-2
'Îles mineures éloignées des États-Unis',fr,United States Minor Outlying Islands,#e65f25,#e65f25,1,0.722726809418,PACIFIC,5854968,5.875,-162.057,A,Îles mineures éloignées des États-Unis,EPO,4451497-9
'Géorgie du Sud et îles Sandwich du Sud',fr,South Georgia and the South Sandwich Islands,#0c733a,#0c733a,1,0.7225,SOUTHERN,3474415,-56.0,-33.0,A,Géorgie du Sud-et-les îles Sandwich du Sud,SOO,
'Grytviken',fr,South Georgia and the South Sandwich Islands,#0d7636,#0d7636,1,0.7225,SOUTHERN,3426466,-54.28111,-36.5092,P,South Georgia and the South Sandwich Islands,SOO,1174011807
'Île Bouvet',fr,Bouvet Island,#0d7076,#0d7076,1,0.7225,SOUTHERN,3371123,-54.43333,3.4,A,Bouvet Island,SOO,
'Adamstown',fr,Pitcairn,#b29713,#b29713,1,0.7225,PACIFIC,4030723,-25.06597,-130.10147,P,Pitcairn,SPO,
'Île Heard et îles McDonald',fr,Heard Island and McDonald Islands,#250d79,#250d79,1,0.7225,SOUTHERN,1547314,-53.11711,73.50952,A,Heard Island and McDonald Islands,SOO,4451482-7
'Île Norfolk',fr,Norfolk Island,#aa1231,#aa1231,2,0.64704595186,PACIFIC,2155115,-29.03333,167.95,A,Norfolk Island,SPO,4294928-2
'Alofi',fr,Niue,#be3115,#be3115,2,0.561680517082,PACIFIC,4036284,-19.05294,-169.91957,P,Niue,SPO,4290878-4
'Nioué',fr,Niue,#be3115,#be3115,2,0.561680517082,PACIFIC,4036232,-19.03333,-169.86667,A,Niue,SPO,
'Longyearbyen',fr,Svalbard and Jan Mayen,#b9e7f7,#b9e7f7,2,0.492156862745,ARCTIC,2729907,78.22334,15.64689,P,Svalbard et Jan Mayen,ARO,4099794-7
'Svalbard et Jan Mayen',fr,Svalbard and Jan Mayen,#b8e2f7,#b8e2f7,2,0.492156862745,ARCTIC,607072,78.0,20.0,A,Svalbard et Jan Mayen,ARO,
'Îles Falkland',fr,Falkland Islands,#0d7b0f,#0d7b0f,2,0.479075056861,SOUTH-AMERICA,3474414,-51.75,-59.16667,A,Falkland Islands,SSA,4071109-2
'Stanley',fr,Falkland Islands,#0d7c11,#0d7c11,2,0.479075056861,SOUTH-AMERICA,3426691,-51.69382,-57.85701,P,Falkland Islands,SSA,4030866-2
'Territoire britannique de l'océan Indien',fr,British Indian Ocean Territory,#3e18d9,#3e18d9,2,0.350924814434,INDIAN,1282588,-6.0,72.0,A,Territoire britannique de l'océan Indien,EIO,4480858-6
'Diego García',fr,British Indian Ocean Territory,#3f17d6,#3f17d6,2,0.35,INDIAN,1282575,-7.31264,72.45161,T,Territoire britannique de l'océan Indien,EIO,4090770-3
'Saint-Pierre-et-Miquelon',fr,Saint Pierre and Miquelon,#79f080,#79f080,2,0.242612664005,NORTH-AMERICA,3424932,46.83333,-56.33333,A,Saint Pierre and Miquelon,ENA,4198311-7
'Saint Pierre',fr,Saint Pierre and Miquelon,#93c2f3,#93c2f3,2,0.242612664005,EUROPE,498817,59.93863,30.31413,P,Russia,NEU,2034200-7
'Jamestown',fr,Saint Helena,#15c5b4,#15c5b4,2,0.234048257373,ATLANTIC,3370903,-15.92488,-5.71816,P,Sainte-Hélène,SAO,4495755-5
'Sainte-Hélène',fr,Saint Helena,#15c4b4,#15c4b4,2,0.234048257373,ATLANTIC,3370751,-15.95,-5.7,A,Saint Helena,SAO,4051605-2
'Gustavia',fr,Saint Barthelemy,#46e93e,#46e93e,2,0.218343195266,CENTRAL-AMERICA,3579132,17.89618,-62.84978,P,Saint Barthelemy,CAR,16049949-5
'Saint Barthélemy',fr,Saint Barthelemy,#46e93e,#46e93e,2,0.218343195266,CENTRAL-AMERICA,3578476,17.9,-62.8257,A,Saint Barthelemy,CAR,4271726-7
'Plymouth',fr,Montserrat,#95101d,#95101d,2,0.207054919174,OCEANIA,2186239,-39.06667,174.08333,P,New Zealand,NZ,4117855-5
'Montserrat',fr,Montserrat,#42e93b,#42e93b,2,0.207054919174,CENTRAL-AMERICA,3578097,16.75,-62.2,A,Montserrat,CAR,4274693-0
'Tuvalu',fr,Tuvalu,#d4171a,#d4171a,2,0.186896072298,PACIFIC,2110297,-8.51719,179.14478,A,Tuvalu,EPO,14679-1
'Funafuti',fr,Tuvalu,#d4171a,#d4171a,2,0.186896072298,PACIFIC,2110394,-8.52425,179.19417,P,Tuvalu,EPO,131634195X
'Yaren',fr,Nauru,#e41945,#e41945,2,0.178715365239,PACIFIC,7626461,-0.55085,166.9252,P,Nauru,EPO,1345101821
'Nauru',fr,Nauru,#e41945,#e41945,2,0.178715365239,PACIFIC,2110425,-0.517,166.933,A,Nauru,EPO,4122008-0
'La Vallée',fr,Anguilla,#29e7d7,#29e7d7,2,0.17544892108,AFRICA,2290956,7.69385,-5.03031,P,Ivory Coast,WAF,4069617-0
'Anguilla',fr,Anguilla,#47e93e,#47e93e,2,0.17544892108,CENTRAL-AMERICA,3573511,18.21667,-63.05,A,Anguilla,CAR,4426211-5
'Wallis et Futuna',fr,Wallis and Futuna,#ca2116,#ca2116,2,0.1624024961,PACIFIC,4034749,-13.3,-176.2,A,Wallis and Futuna,SPO,4210894-9
'Mata Utu',fr,Wallis and Futuna,#ca2116,#ca2116,2,0.1624024961,PACIFIC,4034821,-13.28163,-176.17453,P,Wallis and Futuna,SPO,
'Mélékeok',fr,Palau,#e728b8,#e728b8,2,0.155844083319,PACIFIC,4037930,7.494,134.6345,A,Palaos,EPO,7621948-3
'Palaos',fr,Palau,#e728b8,#e728b8,2,0.155844083319,PACIFIC,1559582,7.503,134.621,A,Palau,EPO,4044396-6
'Îles Cook',fr,Cook Islands,#ba4c14,#ba4c14,2,0.146755189826,PACIFIC,1899402,-21.24842,-159.78516,A,Cook Islands,SPO,4230226-2
'Avarua',fr,Cook Islands,#ba4c14,#ba4c14,2,0.146755189826,PACIFIC,4035715,-21.2075,-159.77546,P,Cook Islands,SPO,3014455-3
'Îles Aland',fr,Aland Islands,#d417ca,#d417ca,2,0.137437759724,ASIA,8425350,-8.4812,122.9479,T,Indonesia,SEA,
'Mariehamn',fr,Aland Islands,#94d3f3,#94d3f3,2,0.137437759724,EUROPE,3041732,60.09726,19.93481,P,Aland Islands,NEU,4229233-5
'Israël',fr,Israel,#5997ec,#5997ec,2,0.134556597065,EUROPE-AFRICA,294640,31.5,34.75,A,Israel,MED,4027808-6
'Route Ville',fr,British Virgin Islands,#78e8f0,#78e8f0,2,0.13355479498,EUROPE,12319052,46.76699,3.79623,P,France,WCE,1186743131
'Îles Vierges britanniques',fr,British Virgin Islands,#4ce93f,#4ce93f,2,0.13355479498,CENTRAL-AMERICA,3577718,18.5,-64.5,A,Îles Vierges,CAR,4063590-9
'Gibraltar',fr,Gibraltar,#63ede1,#63ede1,2,0.12965774957,EUROPE-AFRICA,2411585,36.14474,-5.35257,P,Gibraltar,MED,4605126-0
'Saint-Marin',fr,San Marino,#73d5ef,#73d5ef,2,0.129598934438,EUROPE-AFRICA,3168068,43.9367,12.4463,A,San Marino,MED,4051524-2
'Marigot',fr,Saint Martin,#47e93e,#47e93e,2,0.126835551739,CENTRAL-AMERICA,3578851,18.06819,-63.08302,P,Saint Martin,CAR,
'Vaduz',fr,Liechtenstein,#79ddf0,#79ddf0,2,0.12637826431,EUROPE,3042030,47.14151,9.52154,P,Liechtenstein,WCE,4062244-7
'Liechtenstein',fr,Liechtenstein,#79ddf0,#79ddf0,2,0.12637826431,EUROPE,3042058,47.16667,9.53333,A,Liechtenstein,WCE,4035665-6
'Monaco',fr,Monaco,#72dfef,#72dfef,2,0.125851817383,EUROPE-AFRICA,2993457,43.73141,7.41903,A,Monaco,MED,4040031-1
'Philipsbourg',fr,Sint Maarten,#3fe93b,#3fe93b,2,0.124597825552,CENTRAL-AMERICA,3578631,16.43817,-61.47124,P,Guadeloupe,CAR,
'Saint-Martin',fr,Sint Maarten,#47e93e,#47e93e,2,0.124597825552,CENTRAL-AMERICA,7609695,18.04167,-63.06667,A,Sint Maarten,CAR,4717214-9
'Tórshavn',fr,Faroe Islands,#97f3e9,#97f3e9,2,0.120619832155,EUROPE,2611396,62.00973,-6.77164,P,Faroe Islands,NEU,4453152-7
'Îles Féroé',fr,Faroe Islands,#97f3e8,#97f3e8,2,0.120619832155,EUROPE,2622320,62.0,-7.0,A,Îles Féroé,NEU,4016258-8
'Basseterre',fr,Saint Kitts and Nevis,#44e93c,#44e93c,2,0.119069049027,CENTRAL-AMERICA,3575551,17.2955,-62.72499,P,Saint Kitts and Nevis,CAR,4631228-6
'Saint-Kitts-et-Nevis',fr,Saint Kitts and Nevis,#44e93c,#44e93c,2,0.119069049027,CENTRAL-AMERICA,3575174,17.33333,-62.75,A,Saint Kitts and Nevis,CAR,4118251-0
'Pago Pago',fr,American Samoa,#c83116,#c83116,2,0.118029387902,PACIFIC,5881576,-14.27806,-170.7025,P,Samoa américaines,SPO,7636942-0
'Samoa américaines',fr,American Samoa,#c83516,#c83516,2,0.118029387902,PACIFIC,5880801,-14.23377,-169.47767,A,Samoa américaines,SPO,4085684-7
'Nuuk',fr,Greenland,#9cf4a8,#9cf4a8,2,0.117849174476,POLAR,3421319,64.18347,-51.72157,P,Groenland,GIC,671310-5
'Groenland',fr,Greenland,#acf5c4,#acf5c4,2,0.117849174476,POLAR,3425505,72.0,-40.0,A,Greenland,GIC,4022113-1
'Saipan',fr,Northern Mariana Islands,#e8389d,#e8389d,2,0.117580253859,PACIFIC,7828758,15.21233,145.7545,P,Northern Mariana Islands,NPO,16065128-1
'Îles Mariannes du Nord',fr,Northern Mariana Islands,#e8389d,#e8389d,2,0.117580253859,PACIFIC,4041468,15.214,145.756,A,Northern Mariana Islands,NPO,4249308-0
'Îles Marshall',fr,Marshall Islands,#e72843,#e72843,2,0.117119476829,PACIFIC,2080185,7.113,171.236,A,Îles Marshall,EPO,4037700-3
'Majuro',fr,Marshall Islands,#e72743,#e72743,2,0.117119476829,PACIFIC,2113779,7.08971,171.38027,P,Marshall Islands,EPO,4646776-2
'Bermudes',fr,Bermuda,#66ec5b,#66ec5b,2,0.115632816408,ATLANTIC,3573345,32.33022,-64.74003,A,Bermuda,NAO,4005759-8
'Hamilton',fr,Bermuda,#66ec5b,#66ec5b,2,0.115632816408,ATLANTIC,3573197,32.2949,-64.78303,P,Bermuda,NAO,4267270-3
'Îles Caïmans',fr,Cayman Islands,#7be941,#7be941,2,0.115582634712,CENTRAL-AMERICA,3580718,19.5,-80.66667,A,Îles Caïmans,CAR,4310479-4
'George Town',fr,Cayman Islands,#7de940,#7de940,2,0.115582634712,CENTRAL-AMERICA,3580661,19.2866,-81.37436,P,Cayman Islands,CAR,7543978-5
'Saint-Pierre-Port',fr,Guernsey,#7ef0eb,#7ef0eb,2,0.115330839517,EUROPE,3042287,49.45981,-2.53527,P,Guernsey,WCE,4526584-7
'Guernesey',fr,Guernsey,#7ef0eb,#7ef0eb,2,0.115330839517,EUROPE,3042362,49.45474,-2.57629,A,Guernsey,WCE,4022467-3
'Roseau',fr,Dominica,#3ce838,#3ce838,2,0.113961605585,CENTRAL-AMERICA,3575635,15.30174,-61.38808,P,Dominique,CAR,4602308-2
'Dominique',fr,Dominica,#3de939,#3de939,2,0.113961605585,CENTRAL-AMERICA,3575830,15.5,-61.33333,A,Dominica,CAR,4085456-5
'Andorre-la-Vieille',fr,Andorra,#70ebef,#70ebef,2,0.112986001091,EUROPE-AFRICA,3041563,42.50779,1.52109,P,Andorra,MED,4355876-8
'Andorre',fr,Andorra,#70ebef,#70ebef,2,0.112986001091,EUROPE-AFRICA,3041565,42.55,1.58333,A,Andorra,MED,4001937-8
'Douglas',fr,Isle of Man,#87f1e9,#87f1e9,2,0.1118938592,EUROPE,3042237,54.15,-4.48333,P,Isle of Man,NEU,4268534-5
'Île de Man',fr,Isle of Man,#88f1e9,#88f1e9,2,0.1118938592,EUROPE,3042225,54.25,-4.5,A,Isle of Man,NEU,4027756-2
'Jersey',fr,Jersey,#7df0ec,#7df0ec,2,0.11101176056,EUROPE,3042142,49.21667,-2.11667,A,Jersey,WCE,4028585-6
'Saint Hélier',fr,Jersey,#7df0ec,#7df0ec,2,0.11101176056,EUROPE,3042091,49.18804,-2.10491,P,Jersey,WCE,4539859-8
'Antigua-et-Barbuda',fr,Antigua and Barbuda,#41e93c,#41e93c,2,0.110385725858,CENTRAL-AMERICA,3576396,17.05,-61.8,A,Antigua and Barbuda,CAR,4086593-9
'Seychelles',fr,Seychelles,#1826dc,#1826dc,2,0.110334635497,INDIAN,241170,-4.58333,55.66667,A,Seychelles,EIO,4054694-9
'Victoria',fr,Seychelles,#1827dc,#1827dc,2,0.110334635497,INDIAN,241131,-4.62001,55.45501,P,Seychelles,EIO,4449958-9
'Fort de France',fr,Martinique,#3ae837,#3ae837,2,0.109739407596,CENTRAL-AMERICA,3570675,14.60365,-61.07418,P,Martinique,CAR,4214648-3
'Tonga',fr,Tonga,#bc2214,#bc2214,2,0.109690204173,PACIFIC,4032283,-20.0,-175.0,A,Tonga,SPO,4060396-9
'Nuku'alofa',fr,Tonga,#ba2114,#ba2114,2,0.109690204173,PACIFIC,4032402,-21.13683,-175.20114,P,Tonga,SPO,7577344-2
'Oranjestad',fr,Aruba,#51e833,#51e833,2,0.10944777741,CENTRAL-AMERICA,3577154,12.52398,-70.02703,P,Aruba,CAR,5111369-7
'Aruba',fr,Aruba,#51e832,#51e832,2,0.10944777741,CENTRAL-AMERICA,3577279,12.5,-69.96667,A,Aruba,CAR,4079840-9
'Kingstown',fr,Saint Vincent and the Grenadines,#38e834,#38e834,2,0.10907350446,CENTRAL-AMERICA,3577887,13.15527,-61.22742,P,Saint-Vincent-et-les-Grenadines,CAR,7543368-0
'Saint-Vincent-et-les Grenadines',fr,Saint Vincent and the Grenadines,#37e834,#37e834,2,0.10907350446,CENTRAL-AMERICA,3577815,13.08333,-61.2,A,Saint-Vincent-et-les-Grenadines,CAR,4051308-7
'Saint-Georges',fr,Grenada,#37e832,#37e832,2,0.108972311447,CENTRAL-AMERICA,3579925,12.05288,-61.75226,P,Grenada,CAR,4740417-6
'Grenade',fr,Grenada,#37e832,#37e832,2,0.108972311447,CENTRAL-AMERICA,3580239,12.11667,-61.66667,A,Grenada,CAR,4021981-1
'Micronésie',fr,Micronesia,#e6265a,#e6265a,2,0.108877840909,PACIFIC,7729900,6.53365,163.74023,L,Micronesia,EPO,
'Palikir',fr,Micronesia,#e7276d,#e7276d,2,0.108877840909,PACIFIC,2081986,6.92477,158.16109,P,Micronesia,EPO,4838196-2
'Kiribati',fr,Kiribati,#e51c33,#e51c33,2,0.108632075065,PACIFIC,4030945,1.421,172.984,A,Kiribati,EPO,4073459-6
'Tarawa',fr,Kiribati,#e51c33,#e51c33,2,0.108632075065,PACIFIC,2110257,1.3278,172.97696,P,Kiribati,EPO,4343979-2
'Curaçao',fr,Curacao,#4de832,#4de832,2,0.106255904009,CENTRAL-AMERICA,7626836,12.16667,-68.96667,A,Curacao,CAR,4010774-7
'France',fr,France,#77ebef,#77ebef,2,0.106215509667,EUROPE,3017382,46.0,2.0,A,France,WCE,4018145-5
'Hagatna',fr,Guam,#e8349e,#e8349e,2,0.106032527388,PACIFIC,4044012,13.47567,144.74886,P,Guam,NPO,
'Guam',fr,Guam,#e8349e,#e8349e,2,0.106032527388,PACIFIC,4043988,13.47861,144.81834,A,Guam,NPO,4267701-4
'Castries',fr,Saint Lucia,#39e836,#39e836,2,0.105497858584,CENTRAL-AMERICA,3576812,13.9957,-61.00614,P,Saint Lucia,CAR,7543968-2
'Sainte-Lucie',fr,Saint Lucia,#38e835,#38e835,2,0.105497858584,CENTRAL-AMERICA,3576468,13.88333,-60.96667,A,Saint Lucia,CAR,4051307-5
'Guyane française',fr,French Guiana,#21e638,#21e638,2,0.105114932534,SOUTH-AMERICA,3381670,4.0,-53.0,A,French Guiana,NSA,4018184-4
'Cayenne',fr,French Guiana,#23e63c,#23e63c,2,0.105114932534,SOUTH-AMERICA,3382160,4.9381,-52.33455,P,Guyane,NSA,4085187-4
'Samoa',fr,Samoa,#c92d16,#c92d16,2,0.105098659053,PACIFIC,4034894,-13.8,-172.13333,A,Samoa,SPO,4079249-3
'Apia',fr,Samoa,#c92e16,#c92e16,2,0.105098659053,PACIFIC,4035413,-13.83333,-171.76666,P,Samoa,SPO,4329680-4
'Sao Tomé',fr,Sao Tome and Principe,#14b538,#14b538,2,0.105058168943,SOUTH-AMERICA,3448439,-23.5475,-46.63611,P,Brazil,SES,4051667-2
'Sao Tomé et Principe',fr,Sao Tome and Principe,#1bcee5,#1bcee5,2,0.105058168943,AFRICA,2410758,1.0,7.0,A,Sao Tomé-et-Principe,WAF,4118426-9
'Paris',fr,France,#7decf0,#7decf0,2,0.104976980997,EUROPE,2988507,48.85341,2.3488,P,France,WCE,4044660-8
'Turquie',fr,Turkey,#69a0ee,#69a0ee,2,0.104974207569,EUROPE-AFRICA,298795,39.0,35.0,A,Turkey,MED,4061163-2
'Martinique',fr,Martinique,#3ae837,#3ae837,2,0.104789698166,CENTRAL-AMERICA,3570311,14.66667,-61.0,A,Martinique,CAR,4037735-0
'Nouvelle-Calédonie',fr,New Caledonia,#b9143c,#b9143c,2,0.104759853876,PACIFIC,2139685,-21.5,165.5,A,New Caledonia,SPO,4102498-9
'Liban',fr,Lebanon,#5e97ed,#5e97ed,2,0.103868482616,EUROPE-AFRICA,272103,33.83333,35.83333,A,Lebanon,MED,4035567-6
'El-Aaiun',fr,Western Sahara,#50ebc9,#50ebc9,2,0.103662896325,AFRICA,2462881,27.1418,-13.18797,P,Western Sahara,SAH,1151358223
'Sahara occidental',fr,Western Sahara,#4eebc5,#4eebc5,2,0.103662896325,AFRICA,2463029,26.13073,-14.48513,P,Sahara Occidental,SAH,4079248-1
'Papeete',fr,French Polynesia,#c16c15,#c16c15,2,0.103601280615,PACIFIC,4033936,-17.5347,-149.56843,P,Polynésie française,SPO,4755025-9
'Polynésie française',fr,French Polynesia,#c68b16,#c68b16,2,0.103601280615,PACIFIC,4030656,-15.0,-140.0,A,Polynésie française,SPO,4018191-1
'Mamoudzou',fr,Mayotte,#1643cb,#1643cb,2,0.103578188792,AFRICA,921815,-12.78234,45.22878,P,Mayotte,MDG,4448128-7
'Mayotte',fr,Mayotte,#1643cb,#1643cb,2,0.103578188792,AFRICA,1024031,-12.83333,45.16667,A,Mayotte,MDG,4115054-5
'Nouméa',fr,New Caledonia,#b81439,#b81439,2,0.103520383018,PACIFIC,2139521,-22.27407,166.44884,P,New Caledonia,SPO,4248174-0
'Guadeloupe',fr,Guadeloupe,#3fe93a,#3fe93a,2,0.103497613983,CENTRAL-AMERICA,3579143,16.25,-61.58333,A,Guadeloupe,CAR,4086841-2
'Barbade',fr,Barbados,#34e835,#34e835,2,0.103488684452,CENTRAL-AMERICA,3374084,13.16453,-59.55165,A,Barbados,CAR,508803-3
'Bridgetown',fr,Barbados,#34e835,#34e835,2,0.103488684452,CENTRAL-AMERICA,3374036,13.10732,-59.62021,P,Barbados,CAR,4296876-8
'Vanuatu',fr,Vanuatu,#c4153a,#c4153a,2,0.103416700834,PACIFIC,2134431,-16.3333,167.5,A,Vanuatu,SPO,4062334-8
'Port-Vila',fr,Vanuatu,#c11536,#c11536,2,0.103416700834,PACIFIC,2135171,-17.73648,168.31366,P,Vanuatu,SPO,4301367-3
'Antilles néerlandaises',fr,Netherlands Antilles,#4de832,#4de832,2,0.103333333333,CENTRAL-AMERICA,8505032,12.11721,-68.91964,A,Netherlands Antilles,CAR,4101202-1
'Willemstad',fr,Netherlands Antilles,#4de832,#4de832,2,0.103333333333,CENTRAL-AMERICA,3513090,12.12246,-68.88641,P,Netherlands Antilles,CAR,4263439-8
'Reykjavík',fr,Iceland,#9cf4d4,#9cf4d4,2,0.102828262259,POLAR,3413829,64.13548,-21.89541,P,Iceland,GIC,4049708-2
'Islande',fr,Iceland,#9ef4da,#9ef4da,2,0.102828262259,POLAR,2629691,65.0,-18.0,A,Iceland,GIC,4027754-9
'Beyrouth',fr,Lebanon,#5e98ed,#5e98ed,2,0.102628441039,EUROPE-AFRICA,276781,33.89332,35.50157,P,Lebanon,MED,4005348-9
'Bélize',fr,Belize,#8fe93c,#8fe93c,2,0.10261048213,CENTRAL-AMERICA,3582678,17.25,-88.75,A,Belize,SCA,4005412-3
'Belmopan',fr,Belize,#8fe93c,#8fe93c,2,0.10261048213,CENTRAL-AMERICA,3582672,17.25376,-88.76401,P,Belize,SCA,7543950-5
'Nassau',fr,Bahamas,#7aeb4c,#7aeb4c,2,0.102593092003,NORTH-AMERICA,3571824,25.05823,-77.34306,P,Bahamas,ENA,4521938-2
'Bahamas',fr,Bahamas,#7aeb4c,#7aeb4c,2,0.102593092003,NORTH-AMERICA,3572887,25.04082,-77.37122,A,Bahamas,ENA,502239-3
'Suède',fr,Sweden,#97dcf3,#97dcf3,2,0.102580693757,EUROPE,2661886,62.0,15.0,A,Sweden,NEU,4077258-5
'L'Iran',fr,Iran,#5a6bec,#5a6bec,2,0.102494824993,ASIA,130758,32.0,53.0,A,Iran,WCA,4027653-3
'Allemagne',fr,Germany,#82ddf1,#82ddf1,2,0.102494658967,EUROPE,2921044,51.5,10.5,A,Germany,WCE,4011882-4
'Washington',fr,United States,#8eee68,#8eee68,2,0.102485668095,NORTH-AMERICA,4140963,38.89511,-77.03637,P,United States,ENA,4064682-8
'Chine',fr,China,#ca60ed,#ca60ed,2,0.102483322818,ASIA,1814991,35.0,105.0,A,China,EAS,4009937-4
'Brunéi',fr,Brunei,#d522e6,#d522e6,2,0.102331208825,ASIA,1820814,4.5,114.66667,A,Brunei,SEA,4008479-6
'Bandar Seri Begawan',fr,Brunei,#d623e6,#d623e6,2,0.102331208825,ASIA,1820906,4.89035,114.94006,P,Brunei,SEA,7517434-0
'Basse Terre',fr,Guadeloupe,#3fe93a,#3fe93a,2,0.102257336343,CENTRAL-AMERICA,3579732,15.99714,-61.73214,P,Guadeloupe,CAR,4357513-4
'Malte',fr,Malta,#62cced,#62cced,2,0.102068124005,EUROPE-AFRICA,2562770,35.91667,14.43333,A,Malta,MED,508790-9
'La Valette',fr,Malta,#71e2ef,#71e2ef,2,0.102068124005,EUROPE-AFRICA,3005825,43.13763,5.98317,P,France,MED,4314577-2
'Guinée équatoriale',fr,Equatorial Guinea,#1cc2e5,#1cc2e5,2,0.102005176412,AFRICA,2309096,1.7,10.5,A,Equatorial Guinea,CAF,4068436-2
'Port d'Espagne',fr,Trinidad and Tobago,#33e72f,#33e72f,2,0.101960745091,SOUTH-AMERICA,3573890,10.66668,-61.51889,P,Trinidad and Tobago,NSA,4116060-5
'Mâle',fr,Maldives,#4e22e6,#4e22e6,2,0.101939126927,INDIAN,1282027,4.17521,73.50916,P,Maldives,EIO,4372787-6
'Maldives',fr,Maldives,#4a20e6,#4a20e6,2,0.101939126927,INDIAN,1282028,3.2,73.0,A,Maldives,EIO,4037212-1
'Cap-Vert',fr,Cabo Verde,#3ae9a3,#3ae9a3,2,0.101839022964,ATLANTIC,3374766,16.0,-24.0,A,Cap-Vert,NAO,4029617-9
